Difficulty,Title,Link,Topics
MEDIUM,Largest Number,https://leetcode.com/problems/largest-number,"Array, String, Greedy, Sorting"
EASY,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
EASY,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
MEDIUM,Spiral Matrix,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
HARD,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,"String, Rolling Hash, String Matching, Hash Function"
EASY,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,"Array, Bit Manipulation, Sorting, Counting"
EASY,Majority Element,https://leetcode.com/problems/majority-element,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
MEDIUM,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
MEDIUM,3Sum,https://leetcode.com/problems/3sum,"Array, Two Pointers, Sorting"
MEDIUM,Find Peak Element,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
MEDIUM,Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
MEDIUM,Perfect Squares,https://leetcode.com/problems/perfect-squares,"Math, Dynamic Programming, Breadth-First Search"
MEDIUM,Integer Break,https://leetcode.com/problems/integer-break,"Math, Dynamic Programming"
EASY,Valid Anagram,https://leetcode.com/problems/valid-anagram,"Hash Table, String, Sorting"
EASY,Valid Parentheses,https://leetcode.com/problems/valid-parentheses,"String, Stack"
EASY,Plus One,https://leetcode.com/problems/plus-one,"Array, Math"
MEDIUM,Product of Array Except Self,https://leetcode.com/problems/product-of-array-except-self,"Array, Prefix Sum"
MEDIUM,Container With Most Water,https://leetcode.com/problems/container-with-most-water,"Array, Two Pointers, Greedy"
EASY,Fibonacci Number,https://leetcode.com/problems/fibonacci-number,"Math, Dynamic Programming, Recursion, Memoization"
EASY,Remove Duplicates from Sorted Array,https://leetcode.com/problems/remove-duplicates-from-sorted-array,"Array, Two Pointers"
MEDIUM,Add Two Numbers,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
EASY,Assign Cookies,https://leetcode.com/problems/assign-cookies,"Array, Two Pointers, Greedy, Sorting"
MEDIUM,House Robber,https://leetcode.com/problems/house-robber,"Array, Dynamic Programming"
EASY,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,"Two Pointers, String"
MEDIUM,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,"Array, Binary Search"
MEDIUM,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
MEDIUM,Coin Change,https://leetcode.com/problems/coin-change,"Array, Dynamic Programming, Breadth-First Search"
MEDIUM,Nth Digit,https://leetcode.com/problems/nth-digit,"Math, Binary Search"
HARD,Candy,https://leetcode.com/problems/candy,"Array, Greedy"
MEDIUM,Count Primes,https://leetcode.com/problems/count-primes,"Array, Math, Enumeration, Number Theory"
MEDIUM,Merge Intervals,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas,"Array, Binary Search"
EASY,Pascal's Triangle,https://leetcode.com/problems/pascals-triangle,"Array, Dynamic Programming"
MEDIUM,Rotate Image,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
EASY,Perfect Number,https://leetcode.com/problems/perfect-number,Math
EASY,Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,"Array, Hash Table, Sorting"
MEDIUM,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,"Array, Math, Recursion, Queue, Simulation"
EASY,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i,"Array, Hash Table, Stack, Monotonic Stack"
EASY,Valid Palindrome,https://leetcode.com/problems/valid-palindrome,"Two Pointers, String"
MEDIUM,Edit Distance,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
MEDIUM,Next Permutation,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
EASY,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion"
EASY,Remove Element,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
EASY,Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List
EASY,Is Subsequence,https://leetcode.com/problems/is-subsequence,"Two Pointers, String, Dynamic Programming"
EASY,Find the Index of the First Occurrence in a String,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
MEDIUM,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array,"Array, Binary Search"
EASY,Max Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones,Array
MEDIUM,Unique Paths,https://leetcode.com/problems/unique-paths,"Math, Dynamic Programming, Combinatorics"
EASY,Contains Duplicate,https://leetcode.com/problems/contains-duplicate,"Array, Hash Table, Sorting"
MEDIUM,Majority Element II,https://leetcode.com/problems/majority-element-ii,"Array, Hash Table, Sorting, Counting"
MEDIUM,01 Matrix,https://leetcode.com/problems/01-matrix,"Array, Dynamic Programming, Breadth-First Search, Matrix"
EASY,Average Value of Even Numbers That Are Divisible by Three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three,"Array, Math"
MEDIUM,Integer to Roman,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
MEDIUM,Single Number II,https://leetcode.com/problems/single-number-ii,"Array, Bit Manipulation"
MEDIUM,Daily Temperatures,https://leetcode.com/problems/daily-temperatures,"Array, Stack, Monotonic Stack"
MEDIUM,Search a 2D Matrix,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
EASY,Count Pairs Whose Sum is Less than Target,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target,"Array, Two Pointers, Binary Search, Sorting"
MEDIUM,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
EASY,Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,"Hash Table, String, Sliding Window, Counting"
EASY,Count Operations to Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero,"Math, Simulation"
EASY,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,"Math, String"
EASY,Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title,"Math, String"
MEDIUM,Second Highest Salary,https://leetcode.com/problems/second-highest-salary,Database
EASY,Sqrt(x),https://leetcode.com/problems/sqrtx,"Math, Binary Search"
MEDIUM,Find Original Array From Doubled Array,https://leetcode.com/problems/find-original-array-from-doubled-array,"Array, Hash Table, Greedy, Sorting"
EASY,N-th Tribonacci Number,https://leetcode.com/problems/n-th-tribonacci-number,"Math, Dynamic Programming, Memoization"
MEDIUM,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack"
MEDIUM,"Pow(x, n)",https://leetcode.com/problems/powx-n,"Math, Recursion"
MEDIUM,Ugly Number II,https://leetcode.com/problems/ugly-number-ii,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
EASY,Intersection of Two Linked Lists,https://leetcode.com/problems/intersection-of-two-linked-lists,"Hash Table, Linked List, Two Pointers"
MEDIUM,Group Anagrams,https://leetcode.com/problems/group-anagrams,"Array, Hash Table, String, Sorting"
EASY,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,"Array, Hash Table, Sorting, Counting Sort"
MEDIUM,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings,"Two Pointers, String, Dynamic Programming"
EASY,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming"
EASY,Truncate Sentence,https://leetcode.com/problems/truncate-sentence,"Array, String"
HARD,Median of Two Sorted Arrays,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
EASY,Binary Search,https://leetcode.com/problems/binary-search,"Array, Binary Search"
EASY,Make The String Great,https://leetcode.com/problems/make-the-string-great,"String, Stack"
HARD,Department Top Three Salaries,https://leetcode.com/problems/department-top-three-salaries,Database
